mn,Mandarin
mo,Central Mnong
mr,Mro Chin
ms,Messapic
mt,Camtho
na,Changthang
nb,Chinbon Chin
nc,Côông
ng,Northern Qiang
nh,Lai
ni,Asháninka
nk,Khumi Chin
nl,Lalana Chinantec
no,Con
ns,Central Asmat
nt,Tepetotutla Chinantec
nu,Chenoua
nw,Ngawn Chin
nx,Middle Cornish
o,Corsican
oa,Cocos Islands Malay
ob,Chicomuceltec
oc,Cocopa
od,Cocama
oe,Koreguaje
of,Tsafiki
og,Chong
oh,Chichonyi-Chidzihana-Chikauma
oj,Cochimi
ok,Santa Teresa Cora
ol,Columbia-Wenatchi
om,Comanche
on,Cofán
oo,Comox
op,Coptic
oq,Coquille
ot,Caquinte
ou,Wamey
ov,Cao Miao
ow,Cowlitz
ox,Nanti
oy,Coyaima
oz,Chochotec
pa,Palantla Chinantec
pb,Ucayali-Yurúa Ashéninka
pc,Ajyíninka Apurucayali
pe-mar,Maroon Spirit Language
pe-spp,Samoan Plantation Pidgin
pg,Cappadocian Greek
pi,Chinese Pidgin English
pn,Cherepon
po,Kpee
ps,Capiznon
pu,Pichis Ashéninka
px,Puxian
py,South Ucayali Ashéninka
qd,Chuanqiandian Cluster Miao
r,Cree
ra,Chara
rb,Island Carib
rc,Lonwolwol
rd,Coeur d'Alene
rf,Caramanta
rg,Michif
rh,Crimean Tatar
ri,Sãotomense
rj,Southern East Cree
rk,Plains Cree
rl,Northern East Cree
rm,Moose Cree
rn,Cora
ro,Crow
rp-gep,Greenlandic Pidgin
rp-mpp,Macau Pidgin Portuguese
rp-rsn,Russenorsk
rp-tpr,Taimyr Pidgin Russian
rq,Iyo'wujwa Chorote
rr,Carolina Algonquian
rs,Seychellois Creole
rt,Iyojwa'ja Chorote
rv,Chaura
rw,Chrau
rx,Carrier
ry,Cori
rz,Cruzeño
s,Czech
sa,Chiltepec Chinantec
sb,Kashubian
sc,Catalan Sign Language
sd,Chiangmai Sign Language
se,Czech Sign Language
sf,Cuban Sign Language
sg,Chilean Sign Language
sh,Asho Chin
si,Coast Miwok
sj,Songlai Chin
sk,Jola-Kasa
sl,Chinese Sign Language
sm,Central Sierra Miwok
sn,Colombian Sign Language
so,Sochiapam Chinantec
sq,Croatian Sign Language
sr,Costa Rican Sign Language
ss,Southern Ohlone
st,Northern Ohlone
su-bba-pro,Proto-Bongo-Bagirmi
su-maa-pro,Proto-Mangbetu
su-pro,Proto-Central Sudanic
su-sar-pro,Proto-Sara
sv,Sumtu Chin
sw,Swampy Cree
sy,Siyin Chin
sz,Coos
ta,Tataltepec Chatino
tc,Chetco-Tolowa
td,Tedim Chin
te,Tepinapa Chinantec
tg,Chittagonian
th,Thaiphum Chin
tl,Tlacoatzintepec Chinantec
tm,Chitimacha
tn,Chhintange
to,Emberá-Catío
tp,Western Highland Chatino
tp-san,San Juan Quiahije Chatino
ts,Northern Catanduanes Bicolano
tt,Wayanad Chetti
tu,Chol
tz,Zacatepec Chatino
u,Old Church Slavonic
ua,Cua
ub,Cubeo
uc,Usila Chinantec
ug,Cung
uh,Chuka
ui,Cuiba
uj,Mashco Piro
uk,Kuna
ul,Culina
uo,Cumanagoto
up,Cupeño
uq,Cun
ur,Chhulung
us-ash,Ashraaf
us-pro,Proto-Cushitic
ut,Teutila Cuicatec
uu,Tai Ya
uv,Cuvok
uw,Chukwa
ux,Tepeuxila Cuicatec
uy,Cuitlatec
v,Chuvash
vg,Chug
vn,Valle Nacional Chinantec
wa,Kabwa
wb,Maindo
wd,Woods Cree
we,Kwere
wg,Chewong
wt,Kuwaataay
y,Welsh
ya,Nopala Chatino
yb,Cayubaba
yo,Cuyunon
zh,Huizhou
zk,Knaanic
zn,Zenzontepec Chatino
zo,Min Zhong
zt,Zotung Chin
a,Danish
aa,Dangaléat
ac,Dambi
ad,Marik
ae,Duupa
ag,Dagbani
ah,Gwahatike
ai,Day
aj,Dar Fur Daju
ak,Dakota
al,Dahalo
am,Damakawa
ao,Daai Chin
aq,Dandami Maria
ar,Dargwa
as,Daho-Doo
au,Dar Sila Daju
av,Taita
aw,Davawenyo
ax,Dayi
az,Dao
ba,Bangi Me
bb,Deno
bd,Dadiya
be,Dabe
bf,Edopi
bg,Dogul Dom
bi,Doka
bj,Ida'an
bl,Dyirbal
bm,Duguri
bn,Duriankere
bo,Dulbu
bp,Duwai
bq,Daba
br,Dabarre
bt,Ben Tey
bu,Bondum Dom Dogon
bv,Dungu
bw,Bankan Tey Dogon
by,Dibiyaso
cc,Deccani
cr,Negerhollands
da,Dadi Dadi
dd,Dongotono
de,Doondo
dg,Fataluku
di,Diodio
dj,Jaru
dn,Dendi
do,Tsez
dr,Dhudhuroa
ds,Donno So Dogon
dw,Dawera-Daweloor
e,German
ec,Dagik
ed,Dedua
ee,Dewoin
ef,Dezfuli
eg,Degema
eh,Dehwari
ei,Demisa
ek,Dek
em,Dem
en,Slavey
ep,Pidgin Delaware
er,Deori
es,Desano
ev,Domung
ez,Dengese
ga,Southern Dagaare
gb,Bunoge
gc,Casiguran Dumagat Agta
gd,Dagaari Dioula
ge,Degenan
gg,Doga
gh,Dghwede
gi,Northern Dagara
gk,Dagba
gn,Dagoman
go,Hindi Dogri
gr,Dogrib
gs,Dogoso
gt,Ntra'ngith
gw,Daungwurrung
gx,Doghoro
gz,Daga
hg,Dhangu
hi,Dhimal
hl,Dhalandji
hm,Zemba
hn,Dhanki
ho,Dhodia
hr,Tharrgari
hs,Dhaiso
hu,Dhurga
hv,Drehu
hw,Danuwar
hx,Dhungaloo
ia,Dia
ib,South Central Dinka
ic,Lakota Dida
id,Didinga
if,Dieri
ig,Digo
ii,Dimbong
ij,Dai
ik,Southwestern Dinka
il,Dilling
im,Dime
in,Dinka
io,Dibo
ip,Northeastern Dinka
ir,Dirim
is,Dimasa
iu,Gciriku
iw,Northwestern Dinka
ix,Dixon Reef
iy,Diuwe
iz,Ding
ja,Djadjawurrung
jb,Djinba
jc,Dar Daju Daju
jd,Jaminjung
je,Zarma
jf,Djangun
ji,Djinang
jj,Ndjébbana
jk,Aukan
jl,Djiwarli
jm,Jamsay
jn,Djauan
jo,Jangkang
jr,Djambarrpuyngu
ju,Kapriman
jw,Djawi
ka,Dakpa
kk,Dakka
kr,Kuijau
ks,Southeastern Dinka
kx,Mazagway
lg,Dolgan
lk,Dahalik
lm,Dalmatian
ln,Darlong
ma,Duma
mb,Mombo Dogon
mc,Gavak
md,Madhi Madhi
me,Dugwor
mg,Upper Kinabatangan
mk,Domaaki
ml,Dameli
mm,Dama (Nigeria)
mn-dam,Dama (Sierra Leone)
mn-mdw-pro,Proto-Western Mande
mn-pro,Proto-Mande
mo,Kemezung
mr,East Damar
ms,Dampelas
mu,Dubu
mv,Dumpas
mw,Mudburra
mx,Dema
my,Demta
na,Upper Grand Valley Dani
nd,Daonda
ne,Ndendeule
ng,Dungan
ni,Lower Grand Valley Dani
nj,Dan
nk,Dengka
nn,Dzuun
no,Ndrulo
nr,Danaru
nt,Mid Grand Valley Dani
nu,Danau
nv,Danu
nw,Western Dani
ny,Dení
oa,Dom
ob,Dobu
oc,Northern Kam
oe,Doe
of,Domu
oh,Dong
oi,Dogri
ok,Dondo
ol,Doso
on,Doura
oo,Dongo
op,Lukpa
oq,Dominican Sign Language
or,Dori'o
os,Dogosé
ot,Dass
ov,Toka-Leya
ow,Doyayo
ox,Bussa
oy,Dompo
oz,Dorze
pp,Papar
ra-mkn,Middle Kannada
ra-okn,Old Kannada
ra-pro,Proto-Dravidian
rb,Dair
rc,Minderico
rd,Darmiya
rg,Rungus
ri,Lela
rl,Baagandji
rn,West Damar
ro,Daro-Matu Melanau
rq,Dura
rs,Gedeo
ru,Rukai
ru-pro,Proto-Rukai
ry,Darai
sb,Lower Sorbian
se,Dutch Sign Language
sh,Daasanach
si,Disa
sl,Danish Sign Language
sn,Dusner
so,Desiya
sq,Tadaksahak
ta,Daur
tb,Labuk-Kinabatangan Kadazan
td,Ditidaht
th,Adithinngithigh
ti,Ana Tinga Dogon
tk,Tene Kan Dogon
tm,Tomo Kan Dogon
to,Tommo So
tp,Central Dusun
tr,Lotud
ts,Toro So Dogon
tt,Toro Tegu Dogon
tu,Tebul Ure Dogon
ty,Doteli
ua,Duala
ub,Dubli
uc,Duna
ue,Umiray Dumaget Agta
uf,Dumbea
ug,Chiduruma
uh,Dungra Bhil
ui,Dumun
uk,Uyajitaya
ul,Alabat Island Agta
um,Middle Dutch
un,Dusun Deyah
uo,Dupaningan Agta
up,Duano
uq,Dusun Malang
ur,Dii
us,Dumi
uu,Drung
uv,Duvle
uw,Dusun Witu
ux,Duun
uy,Dicamay Agta
uz,Duli
v,Dhivehi
va,Duau
wa,Diri
wr,Dawro
wu,Dhuwal
ww,Dawawa
wy,Dhuwaya
wz,Dewas Rai
ya,Dyan
yb,Dyaberdyaber
yd,Dyugun
yg,Villa Viciosa Agta
yi,Djimini
ym,Yanda Dogon
yn,Dyangadi
yo,Jola-Fonyi
yu,Dyula
yy,Dyaabugay
z,Dzongkha
za,Tunzu
zg,Dazaga
zl,Dzala
zn,Dzando
bg,Ebughu
bk,Eastern Bontoc
br,Ebrié
bu,Embu
cr,Eteocretan
cs,Ecuadorian Sign Language
cy,Eteocypriot
e,Ewe
ee,E
fa,Efai
fe,Efe
fi,Efik
ga,Ega
gl,Emilian
go,Eggon
gx-dem,Demotic
gy,Egyptian
hu,Ehueun
ip,Eipomek
it,Eitiep
iv,Askopan
ja,Ejamat
ka,Ekajuk
ke,Ekit
kg,Ekari
ki,Eki
kl,Kolhe
km,Elip
ko,Koti
kp,Ekpeye
kr,Yace
ky,Eastern Kayah
l,Greek
le,Elepi
lh,El Hugeirat
li,Nding
lk,Elkei
lm,Eleme
lo,El Molo
lu,Elu
lu-prk,Helu
lx,Elamite
ma,Emai
mb,Embaloh
me,Emerillon
mg,Eastern Meohang
mi,Mussau-Emira
mk,Eastern Maninkakan
mm,Mamulique
mn,Eman
mp,Northern Emberá
ms,Alutiiq
mu,Eastern Muria
mw,Emplawas
mx,Erromintxela
my,Epigraphic Mayan
n,English
na,Apali
nb,Markweeta
nc,En
nd,Ende
nf,Forest Enets
nh,Tundra Enets
nl,Enlhet
nm,Middle English
nn,Engenni
no,Enggano
nq,Enga
nr,Emem
nu,Enu
nv,Enwan
nw,Enwang
nx,Enxet
o,Esperanto
ot,Eotile
pi,Epie
ra,Eravallan
rg,Sie
rh,Eruwa
ri,Ogea
rk,South Efate
ro,Horpa
rr,Erre
rs,Ersu
rt,Eritai
rw,Erokwanas
s,Spanish
se,Ese Ejja
sh,Eshtehardi
si,North Alaskan Inupiatun
sk,Northwest Alaska Inupiatun
sl,Egyptian Sign Language
sm,Esuma
sn,Salvadoran Sign Language
so,Estonian Sign Language
sq,Esselen
ss,Central Siberian Yupik
su,Yup'ik
sx-esk-pro,Proto-Eskimo
sx-inu-pro,Proto-Inuit
sx-pro,Proto-Eskimo-Aleut
sy,Eskayan
t,Estonian
tb,Etebi
tc,Etchemin
th,Ethiopian Sign Language
tn,Eton (Vanuatu)
to,Eton (Cameroon)
tr,Edolo
ts,Yekhee
tt,Etruscan
tu,Ejagham
tx,Eten
tz,Semimi
u,Basque
uq-pro,Proto-Basque
ve,Even
vh,Uvbie
vn,Evenki
wo,Ewondo
xt,Extremaduran
ya,Eyak
yo,Keiyo
za,Ezaa
ze,Uzekwe
a,Persian
aa,Fasu
ab,Annobonese
ad,Wagi
af,Fagani
ag,Finongan
ah,Baissa Fali
ai,Faiwol
aj,Faita
ak,Fang (Beboid)
al,South Fali
am,Fam
an,Fang (Bantu)
ap,Palor
ar,Fataleka
au,Fayu
ax,Fala
ay,Southwestern Fars
az,Northwestern Fars
bl,West Albay Bikol
cs,Quebec Sign Language
er,Feroge
f,Fula
fi,Foia Foia
gr,Fongoro
i,Finnish
ia,Nobiin
ie,Fyer
ip,Fipa
ir,Firan
it,Meänkieli
iu-fin-pro,Proto-Finnic
iw,Fiwaga
j,Fijian
kk,Kirya-Konzel
kv,Kven
la,Montana Salish
lh,Foau
li,Fali
ll,North Fali
ln,Flinders Island
lr,Fuliiru
ly,Tsotsitaal
mp,Fe'fe'
mu,Far Western Muria
ng,Fanagalo
ni,Fania
o,Faroese
od,Foodo
oi,Foi
om,Foma
on,Fon
or,Fore
os,Siraya
pe,Pichinglis
qs,Fas
r,French
rd,Fordata
rm,Middle French
ro,Old French
rp,Franco-Provençal
rq,Forak
rr,North Frisian
rt,Fortsenal
se,Finnish Sign Language
sl,French Sign Language
ss,Finnish-Swedish Sign Language
ud,East Futuna
uj,Ko
um,Fum
un,Fulniô
ur,Friulian
ut,Futuna-Aniwa
uu,Furu
uy,Fuyug
vr,Fur
wa,Fwâi
we,Fwe
y,West Frisian
a,Irish
aa,Ga
ab,Gabri
ac,Mixed Great Andamanese
ad,Gaddang
ae,Warekena
af,Gende
ag,Gagauz
ah,Alekano
ai,Borei
aj,Gadsup
ak,Gamkonora
al,Galoli
am,Kandawo
an,Gan
ao,Gants
ap,Gal
aq,Gata'
ar,Galeya
as,Adiwasi Garasia
at,Kenati
au,Kondekor
aw,Nobonob
ay,Gayo
ba,Gbaya
bb,Kaytetye
bd,Karadjeri
be,Niksek
bf,Gaikundi
bg,Gbanziri
bh,Defi Gbe
bi,Galela
bj,Bodo Gadaba
bk,Gaddi
bl,Gamit
bm,Garhwali
bn,Mo'da
bo,Northern Grebo
bp,Gbaya-Bossangoa
bq,Gbaya-Bozoum
br,Gbagyi
bs,Gbesi Gbe
bu,Gagadu
bv,Gbanu
bw,Gabi
bx,Eastern Xwla Gbe
by,Gbari
cc,Mali
cd,Ganggalida
ce,Galice
cf,Antillean Creole
cl,Grenadian Creole English
cn,Gaina
cr,Guianese Creole
ct,Colonia Tovar German
d,Scottish Gaelic
db,Ollari
dc,Gugu Badhun
dd,Gedaged
de,Gude
df,Guduf-Gava
dg,Ga'dang
dh,Gadjerawang
di,Gundi
dj,Kurtjar
dk,Gadang
dl,Dirasha
dm,Laal
dn,Umanakaina
do,Godoberi
dq,Mehri
dr,Wipi
ds,Ghandruk Sign Language
dt,Kungardutyi
du,Gudu
dx,Godwari
ea,Geruma
eb,Kire
ec,Gboloo Grebo
ed,Gade
eg,Gengle
eh,Hutterisch
ei,Gebe
ej,Gen
ek,Gerka
el,Fakkanci
em-bur,Burgundian
em-pro,Proto-Germanic
eq,Geme
es,Geser-Gorom
ev,Viya
ew,Gera
ex,Garre
ey,Enya
ez,Ge'ez
fk,Patpatar
ft,Gafat
ga,Gao
gb,Gbii
gd,Gugadj
ge,Guragone
gg,Gurgula
gk,Kungarakany
gl,Ganglau
gn,Eastern Gurung
gt,Gitua
gu,Gban
gw,Gogodala
ha,Ghadames
he,Southern Ghale
hh,Northern Ghale
hk,Geko Karen
hl,Ghulfan
hn,Ghanongga
ho,Ghomara
hr,Ghera
hs,Guhu-Samane
ht,Kutang Ghale
ia,Kitja
ib,Gibanawa
id,Gidar
ie,Guébie
ig,Goaria
ih,Githabul
il,Gilbertese
im,Gimi (Goroka)
in,Hinukh
io,Gelao
ip,Gimi (Austronesian)
iq,Green Gelao
ir,Red Gelao
is,North Giziga
it,Gitxsan
iu,Mulao
iw,White Gelao
ix,Gilima
iy,Giyug
iz,South Giziga
ji,Geji
jk,Kachi Koli
jm,Gunditjmara
jn,Gonja
ju,Gojri
ka,Guya
kd,Magɨ
ke,Ndai
kn,Gokana
ko,Kok-Nar
kp,Guinea Kpelle
l,Galician
lc,Bon Gula
ld,Nanai
lh,Northwest Pashayi
lj,Kulaal
lk,Gilaki
lo,Galambu
lr,Glaro-Twabo
lu,Gula
lw,Glavda
ly,Gule
ma,Gambera
mb,Gula'alaa
md,Mághdì
me-cgo,Crimean Gothic
mg,Magiyi
mh,Middle High German
ml,Middle Low German
mm,Gbaya-Mbodomo
mn,Gimnime
mq-bot,Westrobothnian
mq-gut,Gutnish
mq-jmk,Jamtish
mq-mno,Middle Norwegian
mq-oda,Old Danish
mq-osw,Old Swedish
mq-pro,Proto-Norse
mq-scy,Scanian
mu,Gumalu
mv,Gamo
mw-cfr,Central Franconian
mw-ecg,East Central German
mw-gts,Gottscheerish
mw-jdt,Jersey Dutch
mw-pro,Proto-West Germanic
mw-rfr,Rhine Franconian
mw-stm,Sathmar Swabian
mw-tsx,Transylvanian Saxon
mw-vog,Volga German
mw-zps,Zipser German
mx,Magoma
my,Mycenaean Greek
mz,Mgbo
n,Guaraní
na,Kaansa
nb,Gangte
nc,Guanche
nd,Zulgo-Gemzek
ne,Ganang
ng,Ngangam
nh,Lere
ni,Gooniyandi
nj,Ngen
nk,ǁGana
nl,Gangulu
nm,Ginuman
nn,Gumatj
nq,Gana
nr,Gureng Gureng
nt,Guntai
nu,Gnau
nw,Western Bolivian Guaraní
nz,Ganzi
oa,Guro
ob,Playero
oc,Gorakor
od,Godié
oe,Gongduk
of,Gofa
og,Gogo
oh,Old High German
oi,Gobasi
oj,Gowlan
ol,Gola
on,Gondi
oo,Gone Dau
op,Yeretuar
oq,Gorap
or,Gorontalo
ot,Gothic
ou,Gavar
ow,Gorowa
ox,Gobu
oy,Goundo
oz,Gozarkhani
pa,Gupa-Abawa
pn,Taiap
qa,Ga'anda
qi,Guiqiong
qn,Kinikinao
qr,Gor
qu,Qau
ra,Rajput Garasia
rb,Grebo
rc,Ancient Greek
rd,Guruntum
rg,Madi
rh,Gbiri-Niragu
ri,Ghari
rj,Southern Grebo
rk-cal,Calabrian Greek
rk-ita,Italiot Greek
rk-mar,Mariupol Greek
rk-pro,Proto-Hellenic
rm,Kota Marudu Talantang
ro,Groma
rq,Gorovu
rr,Taznatit
rs,Gresi
rt,Garo
ru,Kistane
rv,Central Grebo
rw,Gweda
rx,Guriaso
ry,Barclayville Grebo
rz,Guramalum
se,Ghanaian Sign Language
sg,German Sign Language
sl,Gusilay
sm,Guatemalan Sign Language
sn,Gusan
so,Southwest Gbaya
sp,Wasembo
ss,Greek Sign Language
sw,Alemannic German
ta,Guató
tu,Aghu Tharrnggala
u,Gujarati
ua,Shiki
ub,Guajajára
uc,Wayuu
ud,Yocoboué Dida
ue,Gurindji
uf,Gupapuyngu
ug,Paraguayan Guaraní
uh,Guahibo
ui,Eastern Bolivian Guaraní
uk,Gumuz
ul,Gullah
um,Guambiano
un,Mbyá Guaraní
uo,Guayabero
up,Gunwinggu
uq,Aché
ur,Farefare
us,Guinean Sign Language
ut,Maléku Jaíka
uu,Yanomamö
uv,Gey
uw,Gun
ux,Gourmanchéma
uz,Gusii
v,Manx
va,Kaskihá
vc,Guanano
ve,Duwet
vf,Golin
vj,Guajá
vl,Gulay
vm,Gurmana
vn,Kuku-Yalanji
vo,Gavião do Jiparaná
vp,Pará Gavião
vr,Western Gurung
vs,Gumawana
vy,Guyani
wa,Mbato
wb,Gwa
wc,Kalami
wd,Gawwada
we,Gweno
wf,Gowro
wg,Moo
wi,Gwich'in
wj,Gcwi
wm,Awngthim
wn,Gwandara
wr,Gwere
wt,Gawar-Bati
wu,Guwamu
ww,Kwini
wx,Gua
xx,Wè Southern
ya,Northwest Gbaya
yb,Garus
yd,Kayardild
ye,Gyem
yf,Gungabula
yg,Gbayi
yi,Gyele
yl,Gayil
ym,Ngäbere
yn,Guyanese Creole English
yo,Gyalsumdo
yr,Guarayu
yy,Gunya
za,Ganza
zn,Gane
a,Hausa
aa,Hän
ab,Hanoi Sign Language
ac,Gurani
ad,Hatam
af,Haiphong Sign Language
ag,Hanga
ah,Hahon
ai,Haida
aj,Hajong
ak,Hakka
al,Halang
am,Hewa
ao,Hakö
ap,Hupla
ar,Harari
as,Haisla
av,Havu
aw,Hawaiian
ax,Southern Haida
ay,Haya
az,Hazaragi
ba,Hamba
bb,Huba
bn,Heiban
bu,Habu
ca,Andaman Creole Hindi
ch,Huichol
dn,Northern Haida
ds,Honduras Sign Language
dy,Hadiyya
e,Hebrew
ea,Northern Qiandong Miao
ed,Herdé
eg,Helong
eh,Hehe
ei,Heiltsuk
em,Hemba
gm,Haiǁom
gw,Haigwai
hi,Hoia Hoia
hr,Kerak
hy,Hoyahoya
i,Hindi
ia,Lamang
ib,Hibito
id,Hidatsa
if,Fiji Hindi
ig,Kamwe
ih,Pamosu
ii,Hinduri
ij,Hijuk
ik,Seit-Kaitetu
il,Hiligaynon
io,Tshwa
ir,Himarimã
it,Hittite
iw,Hiw
ix,Hixkaryana
ji,Haji
ka,Kahe
ke,Hunde
kk,Hunjara-Kaina Ke
kn,Mel-Khaonh
ks,Hong Kong Sign Language
la,Halia
lb,Halbi
ld,Halang Doan
le,Hlersu
lt,Nga La
ma,Southern Mashan Hmong
mb,Humburi Senni
mc,Central Huishui Hmong
md,A-Hmao
me,Eastern Huishui Hmong
mf,Hmong Don
mg,Southwestern Guiyang Hmong
mh,Southwestern Huishui Hmong
mi,Northern Huishui Hmong
mj,Ge
mk,Maek
ml,Luopohe Hmong
mm,Central Mashan Hmong
mn-pro,Proto-Hmong
mp,Northern Mashan Hmong
mq,Eastern Qiandong Miao
mr,Hmar
ms,Southern Qiandong Miao
mt,Hamtai
mu,Hamap
mv,Hmong Dô
mw,Western Mashan Hmong
mx-mie-pro,Proto-Mien
mx-pro,Proto-Hmong-Mien
my,Southern Guiyang Hmong
mz,Hmong Shua
na,Mina
nd,Southern Hindko
ne,Chhattisgarhi
nh,ǁAni
ni,Hani
nj,Green Hmong
nn,Hanunoo
no,Northern Hindko
ns,Caribbean Hindustani
nu,Hung
o,Hiri Motu
oa,Hoava
ob,Austronesian Mari
oc,Ho
od,Holma
oe,Horom
oh,Hobyót
oi,Holikachuk
oj,Hadothi
ol,Holu
om,Homa
oo,Holoholo
op,Hopi
or,Horo
os,Ho Chi Minh City Sign Language
ot,Hote
ov,Hovongan
ow,Honi
oy,Holiya
oz,Hozo
po,Hpon
ps,Hawai'i Pidgin Sign Language
ra,Hrangkhol
rc,Niwer Mil
re,Hre
rk,Haruku
rm,Horned Miao
ro,Haroi
rp,Nhirrpi
rt,Hértevin
ru,Hruso
rw,Warwar Feni
rx,Hunsrik
rz,Harzani
sb,Upper Sorbian
sh,Hungarian Sign Language
sl,Hausa Sign Language
sn,Xiang
ss,Harsusi
t,Haitian Creole
ti,Hoti
to,Minica Huitoto
ts,Hadza
tu,Hitu
u,Hungarian
ub,Huambisa
uc,ǂHoan
ud,Huaulu
uf,Humene
ug,Huachipaeri
uh,Huilliche
ui,Huli
uj,Northern Guiyang Hmong
uk,Hulung
ul,Hula
um,Hungana
uo,Hu
up,Hupa
uq,Tsat
ur,Halkomelem
us,Wastek
uu,Murui Huitoto
uv,Huave
uw,Hukumina
ux,Nüpode Huitoto
uy,Hulaulá
uz,Hunzib
vc,Haitian Vodoun Culture Language
vk,Haveke
vn,Sabu
wa,Wané
wo,Hwana
y,Armenian
ya,Hya
yx-pro,Proto-Armenian
z,Herero
a,Interlingua
ai,Iaai
an,Iatmul
ar,Purari
ba,Iban
bb,Ibibio
bd,Iwaidja
be,Akpes
bg,Ibanag
bh,Bih
bl,Ibaloi
bm,Agoi
bn,Ibino
br,Ibuoro
bu,Ibu
by,Ibani
ca,Ede Ica
ch,Etkywan
cl,Icelandic Sign Language
cr,Islander Creole English
d,Indonesian
da,Idakho-Isukha-Tiriki
db,Indo-Portuguese
dc,Idon
dd,Ede Idaca
de,Idere
di,Idi
dr,Indri
ds,Idesa
dt,Idaté
du,Idoma
e,Interlingue
fa,Amganad Ifugao
fb,Batad Ifugao
fe,Ifè
ff,Ifo
fk,Tuwali Ifugao
fm,Teke-Fuumu
fu,Mayoyao Ifugao
fy,Keley-I Kallahan
g,Igbo
gb,Ebira
ge,Igede
gg,Igana
gl,Igala
gm,Kanggape
gn,Ignaciano
go,Isebe
gs,Glosa
gw,Igwe
hb,Pidgin Iha
hi,Ihievbe
hp,Iha
i,Sichuan Yi
ir-nur-pro,Proto-Nuristani
ir-pro,Proto-Indo-Iranian
jc,Izon
je,Biseni
jj,Ede Ije
jn,Kalabari
jo-pro,Proto-Ijoid
js,Southeast Ijo
k,Inupiaq
ke,Eastern Canadian Inuktitut
ki,Iko
kk,Ika
kl,Ikulu
ko,Olulumo-Ikom
kp,Ikpeshi
kr,Ikaranggal
ks,Inuit Sign Language
kt,Inuvialuktun
kv,Iku-Gora-Ankwa
kw,Ikwere
kx,Ik
kz,Ikizu
la,Ile Ape
lb,Ila
lg,Ilgar
li,Ili Turki
lk,Ilongot
ll,Iranun
lo,Ilocano
ls,International Sign
lu,Ili'uun
lv,Ilue
ma,Mala Malasar
mi,Anamgura
ml,Miluk
mn,Imonda
mo,Imbongu
mr,Imroing
ms,Marsian
my,Milyan
nb,Inga
nc-ash,Ashokan Prakrit
nc-cen-pro,Proto-Central Indo-Aryan
nc-dar-pro,Proto-Dardic
nc-gup,Gurjar Apabhramsa
nc-kam,Kamarupi Prakrit
nc-kha,Khasa Prakrit
nc-kho,Kholosi
nc-mas,Middle Assamese
nc-mbn,Middle Bengali
nc-mgd,Magadhi Prakrit
nc-mgu,Middle Gujarati
nc-mor,Middle Oriya
nc-oas,Early Assamese
nc-obn,Old Bengali
nc-ogu,Old Gujarati
nc-ohi,Old Hindi
nc-oor,Old Oriya
nc-ork,Old Kamta
nc-pro,Proto-Indo-Aryan
nc-psc,Paisaci Prakrit
nc-sap,Sauraseni Apabhramsa
nc-tak,Takka Apabhramsa
nc-vra,Vracada Apabhramsa
ne-ana-pro,Proto-Anatolian
ne-bsl-pro,Proto-Balto-Slavic
ne-pae,Paeonian
ne-pro,Proto-Indo-European
ne-toc-pro,Proto-Tocharian
ng,Deg Xinag
nh,Ingush
nj,Jungle Inga
nl,Indonesian Sign Language
nm,Minaean
nn,Isinai
no,Inoke-Yate
np,Iñapari
ns,Indian Sign Language
nt,Intha
nz,Ineseño
o,Ido
or,Inor
ou,Tuma-Irumu
ow,Chiwere
pi,Ipili
po,Ipiko
qu,Iquito
qw,Ikwo
ra-kms-pro,Proto-Komisenian
ra-mny-pro,Proto-Munji-Yidgha
ra-mpr-pro,Proto-Medo-Parthian
ra-pat-pro,Proto-Pathan
ra-pro,Proto-Iranian
ra-sgc-pro,Proto-Sogdic
ra-sgi-pro,Proto-Sanglechi-Ishkashimi
ra-shr-pro,Proto-Shughni-Roshani
ra-shy-pro,Proto-Shughni-Yazghulami
ra-sym-pro,Proto-Shughni-Yazghulami-Munji
ra-wnj,Vanji
ra-zgr-pro,Proto-Zaza-Gorani
re,Iresim
rh,Irarutu
ri,Rigwe
rk,Iraqw
rn,Irántxe
ro-ere,Erie
ro-min,Mingo
ro-pro,Proto-Iroquoian
rr,Ir
ru,Irula
rx,Kamberau
ry,Iraya
s,Icelandic
sa,Isabi
sc,Isconahua
sd,Isnag
se,Italian Sign Language
sg,Irish Sign Language
sh,Esan
si,Nkem-Nkum
sk,Ishkashimi
sm,Masimasi
sn,Isanzu
so,Isoko
sr,Israeli Sign Language
st,Istriot
su,Isu
t,Italian
tb,Binongan Itneg
tc-ola,Old Latin
tc-pro,Proto-Italic
td,Southern Tidong
te,Itene
ti,Inlaod Itneg
tk,Judeo-Italian
tl,Itelmen
tm,Itu Mbon Uzo
to,Itonama
tr,Iteri
ts,Isekiri
tt,Maeng Itneg
tv,Itawit
tw,Ito
tx,Itik
ty,Moyadan Itneg
tz,Itzá
u,Inuktitut
um,Iu Mien
vb,Ibatan
vv,Ivatan
wk,I-Wak
wm,Iwam
wo,Iwur
ws,Sepik Iwam
xc,Ixcatec
xl,Ixil
ya,Iyayu
yo,Mesaka
yx,Yaa
zh,Ingrian
zi,Izi-Ezaa-Ikwo-Mgbo
zr,Izere
zz,Izi
a,Japanese
aa,Jamamadí
ab,Hyam
ac,Jakaltek
ad,Jahanka
ae,Jabem
af,Jara
ah,Jah Hut
